"","extGene","wt.group","tgfb.group","shZ.group","CA1a.group"
"799","AP5S1",6,3,6,5
"800","AP5Z1",4,7,2,6
"801","APAF1",7,5,4,6
"802","APBA1",5,4,6,5
"803","APBA2",2,6,6,2
"804","APBA3",1,7,2,7
"805","APBB1",5,4,6,2
"806","APBB1IP",5,4,5,5
"807","APBB2",5,4,6,5
"808","APBB3",6,5,4,7
"809","APC",4,3,2,4
"810","APC2",5,4,7,5
"811","APCDD1",5,4,6,5
"812","APCDD1L",5,5,6,6
"813","APCS",2,6,6,2
"814","APEH",6,7,2,3
"815","APEX1",7,7,3,6
"816","APEX2",5,3,1,4
"817","APH1A",1,1,5,5
"818","APH1B",7,5,7,6
"819","API5",3,1,1,4
"820","APIP",1,7,2,1
"821","APITD1-CORT",1,1,6,7
"822","APLF",6,5,3,6
"823","APLN",7,2,3,2
"824","APLNR",1,4,7,3
"825","APLP1",5,4,6,5
"826","APLP2",1,4,6,1
"827","APMAP",1,7,4,1
"828","APOA1",4,5,6,4
"829","APOA1BP",4,5,3,1
"830","APOA2",3,6,3,4
"831","APOA4",7,5,7,2
"832","APOA5",3,4,6,6
"833","APOB",7,1,6,6
"834","APOBEC1",5,3,6,5
"835","APOBEC2",3,4,1,7
"836","APOBEC3B",7,2,3,4
"837","APOBEC3C",4,7,2,4
"838","APOBEC3D",5,4,6,1
"839","APOBEC3F",7,1,1,1
"840","APOBEC3H",1,3,6,3
"841","APOBEC4",5,4,6,2
"842","APOBR",4,3,5,5
"843","APOC1",1,1,5,3
"844","APOC1P1",4,2,5,3
"845","APOC3",6,4,7,3
"846","APOD",5,5,1,5
"847","APOE",6,3,5,3
"848","APOF",5,4,6,5
"849","APOH",2,6,6,2
"850","APOL1",7,4,6,5
"851","APOL2",5,4,5,5
"852","APOL4",5,4,1,5
"853","APOL5",2,4,5,2
"854","APOL6",4,7,5,7
"855","APOLD1",4,7,5,7
"856","APOM",5,4,7,5
"857","APOO",5,1,6,5
"858","APOOL",5,6,3,2
"859","APP",6,3,6,3
"860","APPBP2",1,7,2,7
"861","APPL1",6,2,3,3
"862","APRT",5,3,1,3
"863","APTX",4,3,2,4
"864","AQP10",5,4,4,5
"865","AQP11",5,3,6,3
"866","AQP12A",5,4,6,7
"867","AQP12B",5,4,1,5
"868","AQP2",3,4,5,6
"869","AQP3",1,2,1,7
"870","AQP4",2,6,6,2
"871","AQP4-AS1",2,6,1,2
"872","AQP5",7,4,7,6
"873","AQP6",5,4,6,5
"874","AQP7",1,3,2,6
"875","AQP7P1",5,4,2,5
"876","AQP7P3",5,4,6,5
"877","AQP8",7,2,2,1
"878","AQP9",3,6,5,5
"879","AQPEP",6,4,6,5
"880","AQR",4,7,1,4
"881","AR",6,6,6,3
"882","ARAF",1,1,7,7
"883","ARAP2",4,5,2,1
"884","ARAP3",6,2,4,6
"885","ARC",1,1,3,1
"886","ARCN1",1,1,1,7
"887","AREG",5,4,6,5
"888","AREL1",3,4,3,4
"889","ARF1",6,2,6,6
"890","ARF3",6,7,5,1
"891","ARF4",5,7,2,7
"892","ARF5",6,5,4,3
"893","ARF6",6,7,2,7
"894","ARFGAP1",6,4,6,3
"895","ARFGAP2",6,2,3,5
"896","ARFGAP3",4,4,1,3
"897","ARFGEF1",7,1,4,1
"898","ARFGEF2",6,2,1,3
"899","ARFIP1",4,7,3,7
"900","ARFIP2",6,3,3,6
"901","ARFRP1",5,4,6,7
"902","ARG1",2,6,7,2
"903","ARG2",1,7,3,1
"904","ARGFX",5,4,6,2
"905","ARGFXP2",5,4,1,6
"906","ARGLU1",1,7,3,5
"907","ARHGAP1",6,2,2,3
"908","ARHGAP10",7,4,4,7
"909","ARHGAP11A",4,2,4,1
"910","ARHGAP11B",7,7,1,7
"911","ARHGAP12",6,3,7,6
"912","ARHGAP15",2,6,6,2
"913","ARHGAP17",5,4,3,5
"914","ARHGAP18",5,7,6,4
"915","ARHGAP19",1,1,1,4
"916","ARHGAP20",5,4,6,5
"917","ARHGAP21",7,4,6,6
"918","ARHGAP23",5,4,3,3
"919","ARHGAP24",5,1,1,7
"920","ARHGAP25",3,1,6,4
"921","ARHGAP26",1,7,4,1
"922","ARHGAP26-AS1",5,1,6,1
"923","ARHGAP27",4,3,2,1
"924","ARHGAP28",2,4,5,4
"925","ARHGAP29",5,4,6,5
"926","ARHGAP30",5,4,6,1
"927","ARHGAP31",6,3,5,3
"928","ARHGAP33",5,2,3,5
"929","ARHGAP35",3,5,7,4
"930","ARHGAP36",5,4,4,5
"931","ARHGAP39",2,6,7,6
"932","ARHGAP4",5,4,7,6
"933","ARHGAP40",3,4,5,1
"934","ARHGAP42",7,4,7,5
"935","ARHGAP44",3,4,6,5
"936","ARHGAP5",4,4,6,5
"937","ARHGAP5-AS1",4,7,4,1
"938","ARHGAP6",3,7,6,7
"939","ARHGDIA",7,4,6,5
"940","ARHGDIB",3,1,5,2
"941","ARHGDIG",5,4,6,5
"942","ARHGEF1",6,5,5,5
"943","ARHGEF10",5,4,6,5
"944","ARHGEF10L",1,1,2,1
"945","ARHGEF11",5,3,3,5
"946","ARHGEF12",1,1,4,7
"947","ARHGEF15",1,7,4,1
"948","ARHGEF16",7,5,7,6
"949","ARHGEF17",7,4,6,5
"950","ARHGEF18",5,4,2,5
"951","ARHGEF19",5,4,2,7
"952","ARHGEF2",6,2,3,3
"953","ARHGEF25",5,4,6,5
"954","ARHGEF26",4,7,1,4
"955","ARHGEF26-AS1",7,7,5,5
"956","ARHGEF28",7,5,1,5
"957","ARHGEF3-AS1",2,6,7,2
"958","ARHGEF33",2,6,6,2
"959","ARHGEF35",5,4,6,5
"960","ARHGEF37",6,2,6,5
"961","ARHGEF38",5,4,7,5
"962","ARHGEF38-IT1",2,4,4,2
"963","ARHGEF39",1,4,3,1
"964","ARHGEF4",5,4,1,5
"965","ARHGEF40",1,7,2,1
"966","ARHGEF5",7,4,6,5
"967","ARHGEF6",3,4,6,5
"968","ARHGEF7",5,4,7,5
"969","ARHGEF9",3,6,6,1
"970","ARID1A",5,4,6,6
"971","ARID1B",7,4,6,5
"972","ARID2",5,4,1,5
"973","ARID3A",5,4,7,5
"974","ARID3B",7,2,7,5
"975","ARID3C",5,3,6,1
"976","ARID4A",7,7,6,4
"977","ARID4B",4,1,2,7
"978","ARID5A",6,3,4,1
"979","ARID5B",2,6,6,2
"980","ARIH1",6,3,5,6
"981","ARIH2",6,2,3,3
"982","ARIH2OS",5,5,7,3
"983","ARL1",4,7,2,7
"984","ARL10",5,4,3,5
"985","ARL13A",2,6,6,2
"986","ARL13B",1,7,4,4
"987","ARL14",5,6,4,4
"988","ARL14EP",4,7,2,7
"989","ARL14EPL",3,4,5,2
"990","ARL15",6,2,1,7
"991","ARL16",4,4,5,4
"992","ARL17A",5,4,6,5
"993","ARL2",5,2,7,3
"994","ARL2-SNX15",4,4,1,7
"995","ARL2BP",1,2,3,3
"996","ARL3",7,2,7,3
"997","ARL4A",1,4,1,5
"998","ARL4C",5,4,6,5
"999","ARL4D",1,4,4,4
"1000","ARL5A",1,1,4,1
"1001","ARL5B",4,3,2,3
"1002","ARL5C",7,4,1,6
"1003","ARL6",7,3,3,5
"1004","ARL6IP1",7,7,3,6
"1005","ARL6IP4",5,4,5,5
"1006","ARL6IP5",4,3,3,5
"1007","ARL6IP6",1,3,3,1
"1008","ARL8A",6,3,3,6
"1009","ARL8B",3,1,6,5
"1010","ARL9",1,1,4,1
"1011","ARMC1",3,1,6,4
"1012","ARMC10",7,3,6,6
"1013","ARMC12",1,3,5,7
"1014","ARMC2",1,7,2,7
"1015","ARMC3",4,4,1,5
"1016","ARMC4",3,1,3,2
"1017","ARMC5",6,5,5,3
"1018","ARMC6",1,7,2,7
"1019","ARMC7",1,1,2,7
"1020","ARMC8",3,7,4,4
"1021","ARMC9",1,3,5,1
"1022","ARMCX1",5,4,6,5
"1023","ARMCX2",5,3,3,3
"1024","ARMCX3",4,7,6,5
"1025","ARMCX4",2,6,1,2
"1026","ARMCX5",5,3,4,4
"1027","ARMCX5-GPRASP2",5,2,3,1
"1028","ARMCX6",1,1,1,5
"1029","ARMS2",3,1,3,5
"1030","ARNT",1,1,6,1
"1031","ARNT2",5,5,4,5
"1032","ARNTL",6,5,3,6
"1033","ARNTL2",5,5,7,5
"1034","ARPC1A",6,3,4,6
"1035","ARPC1B",5,4,6,5
"1036","ARPC2",5,7,5,7
"1037","ARPC3",4,3,1,1
"1038","ARPC5",1,7,2,7
"1039","ARPC5L",6,5,7,6
"1040","ARPP19",5,3,5,6
"1041","ARPP21",2,6,6,2
"1042","ARR3",5,4,7,2
"1043","ARRB1",5,4,6,6
"1044","ARRB2",7,2,3,6
"1045","ARRDC1",5,4,6,5
"1046","ARRDC2",7,4,3,5
"1047","ARRDC3",2,4,1,5
"1048","ARRDC3-AS1",1,1,6,1
"1049","ARRDC4",5,4,5,5
"1050","ARSA",1,2,3,1
"1051","ARSB",2,6,7,5
"1052","ARSD",1,4,5,1
"1053","ARSF",2,6,6,5
"1054","ARSG",5,6,1,1
"1055","ARSH",2,6,6,2
"1056","ARSI",6,3,3,3
"1057","ARSJ",1,7,2,1
"1058","ARSK",3,2,1,4
"1059","ART1",4,1,2,1
"1060","ART3",2,6,6,2
"1061","ART4",5,3,4,3
"1062","ART5",4,4,5,1
"1063","ARTN",6,7,1,7
"1064","ARV1",3,3,2,7
"1065","ARVCF",7,2,3,6
"1066","ARX",5,4,6,5
"1067","AS3MT",3,4,6,5
"1068","ASAH1",1,1,4,1
"1069","ASAH2",2,6,1,2
"1070","ASAH2B",6,2,5,7
"1071","ASAP1",7,5,7,3
"1072","ASAP1-IT1",5,6,3,2
"1073","ASAP2",5,4,6,5
"1074","ASAP3",6,2,3,6
"1075","ASB1",6,2,6,1
"1076","ASB10",5,4,4,5
"1077","ASB11",2,6,6,5
"1078","ASB13",5,4,3,5
"1079","ASB14",2,6,6,2
"1080","ASB15",2,6,2,5
"1081","ASB16",7,4,6,7
"1082","ASB16-AS1",4,7,2,7
"1083","ASB17",2,4,5,5
"1084","ASB18",2,6,7,5
"1085","ASB2",5,4,6,2
"1086","ASB3",5,3,7,5
"1087","ASB4",2,6,2,2
"1088","ASB5",2,6,1,4
"1089","ASB6",7,4,1,6
"1090","ASB7",1,7,2,7
"1091","ASB8",4,3,1,5
"1092","ASB9",3,3,6,5
"1093","ASB9P1",4,4,6,5
"1094","ASCC1",1,1,4,1
"1095","ASCC2",5,5,4,7
"1096","ASCC3",4,7,5,7
"1097","ASCL1",5,4,2,2
"1098","ASCL2",5,4,6,5
"1099","ASCL3",2,6,6,2
"1100","ASCL4",2,6,7,4
"1101","ASCL5",7,4,3,5
"1102","ASF1A",7,1,7,1
"1103","ASF1B",4,7,2,7
"1104","ASGR1",1,4,6,1
"1105","ASGR2",1,2,3,1
"1106","ASH1L",1,7,1,1
"1107","ASH1L-AS1",1,7,1,7
"1108","ASH2L",6,2,3,3
"1109","ASIC1",5,5,7,6
"1110","ASIC2",2,6,6,1
"1111","ASIC3",1,4,2,5
"1112","ASIC4",5,3,5,5
"1113","ASIC5",2,6,6,2
"1114","ASIP",5,4,5,5
"1115","ASL",1,7,1,1
"1116","ASMT",5,4,6,5
"1117","ASMTL",5,4,6,5
"1118","ASMTL-AS1",5,4,6,5
"1119","ASNA1",3,1,4,2
"1120","ASNS",1,1,2,5
"1121","ASNSD1",3,1,6,4
"1122","ASPA",2,6,7,2
"1123","ASPDH",7,3,1,7
"1124","ASPG",5,4,6,6
"1125","ASPH",5,3,3,5
"1126","ASPHD1",6,7,3,7
"1127","ASPHD2",5,4,6,5
"1128","ASPM",1,1,7,4
"1129","ASPN",2,6,6,2
"1130","ASPRV1",7,4,7,3
"1131","ASPSCR1",7,5,7,6
"1132","ASRGL1",4,4,5,5
"1133","ASS1",7,5,1,3
"1134","ASTE1",4,3,3,3
"1135","ASTL",7,4,7,6
"1136","ASTN1",3,4,4,5
"1137","ASUN",7,7,2,6
"1138","ASXL1",6,5,3,3
"1139","ASXL2",1,7,1,7
"1140","ASXL3",5,4,6,5
"1141","ASZ1",3,4,6,2
"1142","ATAD1",6,2,5,7
"1143","ATAD2",1,3,4,1
"1144","ATAD2B",4,4,7,7
"1145","ATAD3A",5,2,6,3
"1146","ATAD3B",6,4,6,3
"1147","ATAD3C",5,4,2,5
"1148","ATAD5",4,7,3,1
"1149","ATAT1",4,3,5,7
"1150","ATCAY",5,1,6,5
"1151","ATE1",5,2,3,3
"1152","ATF1",6,3,3,3
"1153","ATF2",4,7,3,6
"1154","ATF3",6,5,4,6
"1155","ATF4",5,1,6,7
"1156","ATF5",4,3,1,3
"1157","ATF6",3,1,3,4
"1158","ATF6B",3,1,6,4
"1159","ATF7",5,7,2,7
"1160","ATF7IP",5,4,2,2
"1161","ATF7IP2",4,7,3,1
"1162","ATG10",6,3,6,3
"1163","ATG12",6,7,3,5
"1164","ATG13",6,2,3,3
"1165","ATG14",1,7,2,1
"1166","ATG16L1",4,4,2,5
"1167","ATG16L2",6,7,2,7
"1168","ATG2A",3,1,6,7
"1169","ATG2B",5,4,6,5
"1170","ATG3",4,3,2,3
"1171","ATG4A",6,2,3,1
"1172","ATG4B",5,4,6,3
"1173","ATG4C",3,1,3,4
"1174","ATG4D",6,4,7,3
"1175","ATG5",1,3,3,1
"1176","ATG7",4,1,3,4
"1177","ATG9A",4,5,7,4
"1178","ATG9B",1,4,4,5
"1179","ATHL1",5,4,6,5
"1180","ATIC",5,3,5,5
"1181","ATL1",5,4,7,5
"1182","ATL2",6,2,3,3
"1183","ATL3",1,2,1,7
"1184","ATM",1,2,4,1
"1185","ATMIN",5,4,6,5
"1186","ATN1",3,7,4,4
"1187","ATOH1",1,3,6,7
"1188","ATOH7",5,4,1,4
"1189","ATOH8",4,4,7,6
"1190","ATOX1",1,7,5,7
"1191","ATP10A",7,4,6,5
"1192","ATP10B",2,6,6,2
"1193","ATP10D",6,4,5,7
"1194","ATP11A",5,4,6,5
"1195","ATP11B",6,2,3,3
"1196","ATP11C",3,6,6,2
"1197","ATP12A",5,4,5,2
"1198","ATP13A1",6,2,3,6
"1199","ATP13A2",5,2,6,3
"1200","ATP13A3",2,6,5,2
"1201","ATP13A4",5,4,6,5
"1202","ATP13A5",2,6,6,2
"1203","ATP1A1",5,4,5,5
"1204","ATP1A1OS",5,4,6,5
"1205","ATP1A2",7,1,6,5
"1206","ATP1A4",4,4,4,5
"1207","ATP1B1",1,7,2,7
"1208","ATP1B2",5,4,1,5
"1209","ATP1B3",7,4,3,6
"1210","ATP1B4",3,4,6,2
"1211","ATP2A1",5,4,1,1
"1212","ATP2A2",7,4,7,5
"1213","ATP2A3",5,5,7,6
"1214","ATP2B1",5,4,6,2
"1215","ATP2B2",7,4,6,5
"1216","ATP2B3",4,4,7,3
"1217","ATP2B4",6,7,4,7
"1218","ATP2C1",2,6,6,5
"1219","ATP2C2",6,4,4,3
"1220","ATP4A",1,4,4,7
"1221","ATP4B",5,4,6,5
"1222","ATP5A1",1,1,3,1
"1223","ATP5B",7,1,2,4
"1224","ATP5C1",6,2,5,7
"1225","ATP5D",5,3,3,1
"1226","ATP5E",6,7,4,6
"1227","ATP5EP2",5,4,1,5
"1228","ATP5F1",7,1,4,6
"1229","ATP5G1",7,7,1,4
"1230","ATP5G2",7,2,5,1
"1231","ATP5G3",1,1,1,4
"1232","ATP5H",4,7,2,1
"1233","ATP5I",5,4,7,5
"1234","ATP5J",1,5,4,6
"1235","ATP5J2-PTCD1",4,7,2,1
"1236","ATP5L",1,1,1,1
"1237","ATP5S",6,7,3,3
"1238","ATP5SL",5,3,3,2
"1239","ATP6AP1",5,3,5,1
"1240","ATP6AP1L",3,6,6,2
"1241","ATP6AP2",7,2,3,3
"1242","ATP6V0A1",4,3,2,7
"1243","ATP6V0A2",6,3,5,1
"1244","ATP6V0A4",3,4,5,5
"1245","ATP6V0B",6,2,2,6
"1246","ATP6V0C",5,4,3,6
"1247","ATP6V0CP3",5,4,7,7
"1248","ATP6V0D1",6,7,2,7
"1249","ATP6V0D2",2,6,6,5
"1250","ATP6V0E1",1,7,6,7
"1251","ATP6V0E2",3,3,4,4
"1252","ATP6V0E2-AS1",6,1,7,6
"1253","ATP6V1A",1,1,2,7
"1254","ATP6V1B1",6,3,4,1
"1255","ATP6V1B2",5,3,6,5
"1256","ATP6V1C1",4,1,2,7
"1257","ATP6V1C2",1,1,6,1
"1258","ATP6V1D",3,7,6,1
"1259","ATP6V1E1",1,1,1,1
"1260","ATP6V1E2",5,4,3,2
"1261","ATP6V1F",1,7,4,4
"1262","ATP6V1G1",1,1,1,1
"1263","ATP6V1G2",5,3,5,4
"1264","ATP6V1G3",2,6,6,2
"1265","ATP6V1H",1,1,1,1
"1266","ATP7A",5,4,3,3
"1267","ATP7B",6,7,2,1
"1268","ATP8A1",6,2,3,6
"1269","ATP8A2",6,4,6,3
"1270","ATP8B1",6,5,7,6
"1271","ATP8B2",6,5,7,6
"1272","ATP8B3",6,5,7,6
"1273","ATP8B4",5,4,7,3
"1274","ATP9A",5,4,6,5
"1275","ATP9B",1,1,6,1
"1276","ATPAF2",4,7,5,5
"1277","ATPIF1",1,2,2,1
"1278","ATR",1,7,2,7
"1279","ATRAID",6,7,4,1
"1280","ATRIP",6,3,4,1
"1281","ATRN",7,3,3,3
"1282","ATRNL1",5,4,6,5
"1283","ATRX",3,4,1,4
"1284","ATXN1",5,1,1,5
"1285","ATXN10",6,2,5,3
"1286","ATXN1L",6,2,7,6
"1287","ATXN2",6,2,7,6
"1288","ATXN2L",7,3,7,5
"1289","ATXN3",3,1,4,1
"1290","ATXN3L",2,6,3,2
"1291","ATXN7",2,6,6,2
"1292","ATXN7L1",7,7,2,6
"1293","ATXN7L2",1,4,2,6
"1294","ATXN7L3",7,2,6,7
"1295","ATXN7L3B",3,1,2,1
"1296","ATXN8OS",1,6,6,5
"1297","AUH",1,1,1,1
"1298","AUNIP",4,7,3,7
"1299","AUP1",1,5,5,3
"1300","AURKA",6,2,2,1
"1301","AURKAIP1",7,3,6,3
"1302","AURKAPS1",2,4,6,5
"1303","AURKB",4,1,1,7
"1304","AURKC",7,5,4,1
"1305","AUTS2",5,6,6,5
"1306","AVEN",5,4,6,5
"1307","AVIL",3,7,1,2
"1308","AVL9",1,1,2,1
"1309","AVP",7,1,6,7
"1310","AVPI1",4,7,2,5
"1311","AVPR1A",2,6,6,2
"1312","AVPR1B",6,3,5,3
"1313","AVPR2",4,4,5,6
"1314","AWAT1",2,4,5,2
"1315","AWAT2",5,4,6,2
"1316","AXDND1",4,1,4,5
"1317","AXIN1",5,4,6,5
"1318","AXIN2",7,2,7,6
"1319","AXL",6,2,3,1
"1320","AZGP1",1,5,7,1
"1321","AZI1",6,1,7,3
"1322","AZI2",4,7,2,3
"1323","AZIN1",7,5,1,1
"1324","AZU1",5,4,5,3
"1325","B2M",1,7,2,4
"1326","B3GALNT1",4,7,6,6
"1327","B3GALNT2",7,2,5,6
"1328","B3GALT1",2,6,6,2
"1329","B3GALT2",3,6,6,2
"1330","B3GALT4",1,3,7,5
"1331","B3GALT5",2,6,7,5
"1332","B3GALT6",5,4,6,5
"1333","B3GALTL",5,4,7,3
"1334","B3GAT1",5,4,6,1
"1335","B3GAT2",5,4,6,5
"1336","B3GAT3",1,4,7,6
"1337","B3GNT1",6,5,7,1
"1338","B3GNT2",1,1,1,1
"1339","B3GNT3",6,5,3,7
"1340","B3GNT4",7,5,6,5
"1341","B3GNT5",1,1,1,1
"1342","B3GNT6",5,4,6,5
"1343","B3GNT7",5,4,6,6
"1344","B3GNT8",5,5,6,4
"1345","B3GNT9",7,3,5,3
"1346","B3GNTL1",6,4,7,6
"1347","B4GALNT1",4,3,1,7
"1348","B4GALNT2",7,5,7,5
"1349","B4GALNT3",5,4,6,5
"1350","B4GALNT4",5,4,6,5
"1351","B4GALT1",7,5,7,6
"1352","B4GALT2",4,7,2,7
"1353","B4GALT3",3,1,5,4
"1354","B4GALT4",1,3,4,1
"1355","B4GALT5",5,3,3,3
"1356","B4GALT6",1,1,4,1
"1357","B4GALT7",1,1,4,1
"1358","B9D1",1,1,2,3
"1359","B9D2",7,5,5,4
"1360","BAALC",5,4,6,5
"1361","BABAM1",5,1,6,5
"1362","BACE1",6,5,1,3
"1363","BACE2",7,3,7,6
"1364","BACH1",5,5,7,6
"1365","BACH2",7,4,7,5
"1366","BAD",6,7,2,7
"1367","BAG1",7,5,4,6
"1368","BAG2",4,3,2,5
"1369","BAG3",1,1,7,5
"1370","BAG4",1,1,4,1
"1371","BAG5",4,1,2,7
"1372","BAG6",4,7,2,7
"1373","BAGE",5,4,3,5
"1374","BAHCC1",5,4,6,5
"1375","BAHD1",7,4,7,5
"1376","BAI1",6,4,6,6
"1377","BAI2",5,4,6,5
"1378","BAI3",5,1,2,2
"1379","BAIAP2",5,4,3,5
"1380","BAIAP2-AS1",1,1,6,1
"1381","BAIAP2L1",1,5,7,1
"1382","BAIAP2L2",1,4,5,3
"1383","BAIAP3",5,1,4,1
"1384","BAK1",4,3,3,3
"1385","BAMBI",5,4,6,5
"1386","BANCR",5,6,6,5
"1387","BANF1",1,3,5,5
"1388","BANF2",5,4,5,5
"1389","BANK1",3,6,6,5
"1390","BANP",5,3,3,3
"1391","BAP1",5,4,6,5
"1392","BARD1",4,7,2,7
"1393","BARHL1",6,4,6,7
"1394","BARHL2",5,4,6,2
"1395","BARX1",5,5,6,6
"1396","BARX2",5,1,6,7
"1397","BASP1",6,5,1,3
"1398","BASP1P1",1,4,6,5
"1399","BATF",3,1,2,1
"1400","BATF2",4,3,2,3
"1401","BATF3",1,1,4,1
"1402","BAX",6,5,6,1
"1403","BAZ1A",3,4,4,5
"1404","BAZ1B",7,4,6,1
"1405","BAZ2A",4,3,2,3
"1406","BAZ2B",3,5,5,2
"1407","BBIP1",5,3,5,1
"1408","BBOX1",5,1,1,5
"1409","BBS1",5,7,6,3
"1410","BBS10",4,2,3,3
"1411","BBS12",7,2,7,4
"1412","BBS2",1,1,2,1
"1413","BBS4",4,7,5,4
"1414","BBS7",4,7,1,7
"1415","BBS9",6,7,1,3
"1416","BBX",5,4,6,4
"1417","BCAM",6,1,3,1
"1418","BCAN",5,4,6,5
"1419","BCAP29",5,4,5,5
"1420","BCAP31",5,4,4,5
"1421","BCAR3",4,4,1,5
"1422","BCAR4",2,4,6,2
"1423","BCAS1",5,4,6,7
"1424","BCAS2",5,7,1,4
"1425","BCAS3",6,7,3,6
"1426","BCAS4",5,4,7,5
"1427","BCAT1",5,4,6,5
"1428","BCAT2",5,4,4,5
"1429","BCCIP",5,3,3,4
"1430","BCDIN3D",4,7,4,7
"1431","BCDIN3D-AS1",4,7,2,1
"1432","BCHE",2,6,6,2
"1433","BCKDHA",5,6,2,1
"1434","BCKDHB",1,1,4,1
"1435","BCKDK",3,4,6,2
"1436","BCL10",1,4,1,5
"1437","BCL11A",5,4,4,5
"1438","BCL11B",7,5,6,5
"1439","BCL2",5,3,3,4
"1440","BCL2A1",5,6,6,5
"1441","BCL2L1",7,5,7,7
"1442","BCL2L10",5,4,3,5
"1443","BCL2L11",1,4,7,1
"1444","BCL2L12",6,2,2,6
"1445","BCL2L13",6,3,5,1
"1446","BCL2L14",5,6,6,2
"1447","BCL2L15",3,6,6,5
"1448","BCL2L2-PABPN1",1,3,5,7
"1449","BCL3",7,5,7,6
"1450","BCL6",2,4,6,2
"1451","BCL6B",4,2,3,7
"1452","BCL7A",5,4,6,5
"1453","BCL7B",6,3,3,3
"1454","BCL7C",6,5,3,6
"1455","BCL9",5,5,6,6
"1456","BCL9L",7,4,7,3
"1457","BCLAF1",1,2,3,7
"1458","BCMO1",3,4,6,5
"1459","BCO2",2,6,1,4
"1460","BCORL1",3,6,6,2
"1461","BCR",7,3,6,3
"1462","BCRP2",4,7,5,7
"1463","BCS1L",4,7,7,7
"1464","BCYRN1",5,4,6,5
"1465","BDH1",1,2,2,7
"1466","BDH2",2,6,6,4
"1467","BDKRB1",5,4,5,4
"1468","BDKRB2",4,3,2,3
"1469","BDNF-AS",7,5,3,3
"1470","BDP1",5,1,3,4
"1471","BEAN1",5,4,6,5
"1472","BECN1",1,1,5,1
"1473","BEND2",7,6,6,5
"1474","BEND3",5,4,6,1
"1475","BEND3P3",1,1,4,5
"1476","BEND4",5,4,6,5
"1477","BEND5",5,4,6,5
"1478","BEND6",1,1,4,5
"1479","BEND7",3,4,1,7
"1480","BEST1",3,3,4,5
"1481","BEST2",7,5,7,6
"1482","BEST3",2,6,6,5
"1483","BEST4",6,5,3,7
"1484","BET1",5,3,3,4
"1485","BET1L",7,5,7,6
"1486","BEX1",5,4,6,5
"1487","BEX2",6,4,3,3
"1488","BEX4",5,4,6,5
"1489","BEX5",3,1,6,5
"1490","BFAR",1,1,4,4
"1491","BFSP1",5,3,4,3
"1492","BFSP2",5,5,6,5
"1493","BGLAP",1,1,1,1
"1494","BGN",1,1,2,1
"1495","BHLHA15",5,3,3,3
"1496","BHLHA9",5,4,7,5
"1497","BHLHB9",5,5,6,6
"1498","BHLHE22",3,4,6,4
"1499","BHLHE23",5,4,6,5
"1500","BHLHE40",6,2,4,6
"1501","BHLHE41",7,5,7,6
"1502","BHMT",5,4,4,1
"1503","BHMT2",1,1,6,1
"1504","BICC1",1,7,2,7
"1505","BICD1",4,4,5,3
"1506","BICD2",7,4,6,6
"1507","BID",1,1,2,7
"1508","BIK",7,5,7,5
"1509","BIN1",6,2,3,5
"1510","BIN2",5,4,6,6
"1511","BIN3",5,1,5,4
"1512","BIRC2",6,2,3,3
"1513","BIRC3",3,4,6,4
"1514","BIRC5",5,1,6,1
"1515","BIRC6",7,5,7,6
"1516","BIRC7",5,4,1,6
"1517","BIRC8",3,4,4,4
"1518","BIVM-ERCC5",3,4,6,2
"1519","BLID",5,6,6,2
"1520","BLK",3,4,5,7
"1521","BLM",4,5,7,7
"1522","BLMH",5,3,3,1
"1523","BLNK",3,6,6,4
"1524","BLOC1S1",4,7,3,4
"1525","BLOC1S2",1,7,1,1
"1526","BLOC1S3",3,1,1,1
"1527","BLOC1S4",3,4,5,5
"1528","BLOC1S6",4,2,5,1
"1529","BLVRA",6,3,6,1
"1530","BLVRB",4,7,5,7
"1531","BLZF1",5,4,4,4
"1532","BMP1",4,7,6,7
"1533","BMP10",2,6,6,2
"1534","BMP15",3,1,6,2
"1535","BMP2",4,4,6,1
"1536","BMP2K",5,4,6,5
"1537","BMP3",5,4,5,5
"1538","BMP5",2,4,7,2
"1539","BMP6",7,5,5,6
"1540","BMP7",7,5,6,5
"1541","BMP8A",5,4,6,5
"1542","BMP8B",5,4,6,5
"1543","BMPER",6,4,6,5
"1544","BMPR1A",5,4,7,5
"1545","BMPR1B",5,4,6,5
"1546","BMPR2",1,5,5,5
"1547","BMS1",4,3,4,7
"1548","BMS1P1",5,4,6,5
"1549","BMS1P6",5,4,6,5
"1550","BMX",3,6,6,5
"1551","BNC1",7,5,7,6
"1552","BNC2",7,5,7,6
"1553","BNIP1",1,1,4,1
"1554","BNIP2",1,3,4,1
"1555","BNIP3",5,4,6,5
"1556","BNIP3L",4,3,2,3
"1557","BNIPL",5,4,5,5
"1558","BOC",1,4,1,5
"1559","BOD1",3,1,6,7
"1560","BOD1L1",7,1,5,6
"1561","BOD1L2",3,6,6,5
"1562","BOK",5,3,6,5
"1563","BOK-AS1",5,3,6,5
"1564","BOLA1",1,7,4,4
"1565","BOLA2",5,4,6,5
"1566","BOLA3",6,2,7,3
"1567","BOLA3-AS1",4,1,1,3
"1568","BOLL",5,4,6,5
"1569","BOP1",5,4,4,1
"1570","BORA",4,7,5,3
"1571","BPESC1",3,1,6,5
"1572","BPGM",7,1,6,4
"1573","BPHL",1,1,3,3
